@RELATION Svea

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE feature_50 NUMERIC
@ATTRIBUTE feature_51 NUMERIC
@ATTRIBUTE feature_52 NUMERIC
@ATTRIBUTE feature_53 NUMERIC
@ATTRIBUTE feature_54 NUMERIC
@ATTRIBUTE feature_55 NUMERIC
@ATTRIBUTE feature_81 NUMERIC
@ATTRIBUTE feature_82 NUMERIC
@ATTRIBUTE feature_83 NUMERIC
@ATTRIBUTE feature_84 NUMERIC
@ATTRIBUTE feature_85 NUMERIC
@ATTRIBUTE feature_86 NUMERIC
@ATTRIBUTE feature_87 NUMERIC
@ATTRIBUTE feature_88 NUMERIC
@ATTRIBUTE feature_89 NUMERIC
@ATTRIBUTE feature_90 NUMERIC
@ATTRIBUTE feature_91 NUMERIC
@ATTRIBUTE feature_92 NUMERIC
@ATTRIBUTE feature_93 NUMERIC
@ATTRIBUTE feature_94 NUMERIC
@ATTRIBUTE feature_30 NUMERIC
@ATTRIBUTE feature_31 NUMERIC
@ATTRIBUTE feature_32 NUMERIC
@ATTRIBUTE feature_33 NUMERIC
@ATTRIBUTE feature_34 NUMERIC
@ATTRIBUTE feature_35 NUMERIC
@ATTRIBUTE feature_36 NUMERIC
@ATTRIBUTE feature_37 NUMERIC
@ATTRIBUTE feature_38 NUMERIC
@ATTRIBUTE feature_39 NUMERIC
@ATTRIBUTE feature_40 NUMERIC
@ATTRIBUTE feature_41 NUMERIC
@ATTRIBUTE feature_42 NUMERIC
@ATTRIBUTE feature_43 NUMERIC
@ATTRIBUTE feature_44 NUMERIC
@ATTRIBUTE feature_45 NUMERIC
@ATTRIBUTE feature_46 NUMERIC
@ATTRIBUTE feature_47 NUMERIC
@ATTRIBUTE feature_48 NUMERIC
@ATTRIBUTE feature_49 NUMERIC
@ATTRIBUTE feature_106 NUMERIC
@ATTRIBUTE feature_107 NUMERIC
@ATTRIBUTE feature_108 NUMERIC
@ATTRIBUTE feature_109 NUMERIC
@ATTRIBUTE feature_110 NUMERIC
@ATTRIBUTE feature_111 NUMERIC
@ATTRIBUTE feature_112 NUMERIC
@ATTRIBUTE feature_113 NUMERIC
@ATTRIBUTE feature_114 NUMERIC
@ATTRIBUTE feature_115 NUMERIC
@ATTRIBUTE feature_58 NUMERIC
@ATTRIBUTE feature_59 NUMERIC
@ATTRIBUTE feature_60 NUMERIC
@ATTRIBUTE feature_61 NUMERIC
@ATTRIBUTE feature_62 NUMERIC
@ATTRIBUTE feature_12 NUMERIC
@ATTRIBUTE feature_13 NUMERIC
@ATTRIBUTE feature_14 NUMERIC
@ATTRIBUTE feature_15 NUMERIC
@ATTRIBUTE feature_16 NUMERIC
@ATTRIBUTE feature_17 NUMERIC
@ATTRIBUTE feature_18 NUMERIC
@ATTRIBUTE feature_19 NUMERIC
@ATTRIBUTE feature_20 NUMERIC
@ATTRIBUTE feature_21 NUMERIC
@ATTRIBUTE feature_22 NUMERIC
@ATTRIBUTE feature_23 NUMERIC
@ATTRIBUTE feature_24 NUMERIC
@ATTRIBUTE feature_25 NUMERIC
@ATTRIBUTE feature_26 NUMERIC
@ATTRIBUTE feature_27 NUMERIC
@ATTRIBUTE feature_28 NUMERIC
@ATTRIBUTE feature_29 NUMERIC
@ATTRIBUTE feature_63 NUMERIC
@ATTRIBUTE feature_64 NUMERIC
@ATTRIBUTE feature_65 NUMERIC
@ATTRIBUTE feature_66 NUMERIC
@ATTRIBUTE feature_67 NUMERIC
@ATTRIBUTE feature_68 NUMERIC
@ATTRIBUTE feature_69 NUMERIC
@ATTRIBUTE feature_70 NUMERIC
@ATTRIBUTE feature_71 NUMERIC
@ATTRIBUTE feature_72 NUMERIC
@ATTRIBUTE feature_73 NUMERIC
@ATTRIBUTE feature_74 NUMERIC
@ATTRIBUTE feature_75 NUMERIC
@ATTRIBUTE feature_76 NUMERIC
@ATTRIBUTE feature_77 NUMERIC
@ATTRIBUTE feature_78 NUMERIC
@ATTRIBUTE feature_79 NUMERIC
@ATTRIBUTE feature_80 NUMERIC
@ATTRIBUTE feature_1 NUMERIC
@ATTRIBUTE feature_2 NUMERIC
@ATTRIBUTE feature_3 NUMERIC
@ATTRIBUTE feature_4 NUMERIC
@ATTRIBUTE feature_5 NUMERIC
@ATTRIBUTE feature_6 NUMERIC
@ATTRIBUTE feature_7 NUMERIC
@ATTRIBUTE feature_8 NUMERIC
@ATTRIBUTE feature_9 NUMERIC
@ATTRIBUTE feature_10 NUMERIC
@ATTRIBUTE feature_11 NUMERIC
@ATTRIBUTE feature_95 NUMERIC
@ATTRIBUTE feature_96 NUMERIC
@ATTRIBUTE feature_97 NUMERIC
@ATTRIBUTE feature_98 NUMERIC
@ATTRIBUTE feature_99 NUMERIC
@ATTRIBUTE feature_100 NUMERIC
@ATTRIBUTE feature_101 NUMERIC
@ATTRIBUTE feature_102 NUMERIC
@ATTRIBUTE feature_103 NUMERIC
@ATTRIBUTE feature_104 NUMERIC
@ATTRIBUTE feature_105 NUMERIC
@ATTRIBUTE feature_56 NUMERIC
@ATTRIBUTE feature_57 NUMERIC

@DATA
instance_645,4.0,660000.0,2956000.0,309584.0,1668000.0,4.5064,3.0856,0.7424,1.5836,4.0176,0.0,4.0,5.5508,0.0,1.992,0.0,0.0004,4.0556,0.0,2.5316,3.4652,0.0,1.744,0.0,0.0004,10.1376,1.0772,0.642,0.0,3.0,11.4904,0.0,1.786,0.0,0.0004,8.9192,3.0076,0.0,1.8112,0.0,0.0004,0.0,2.218,0.0,0.0008,13.4748,0.6432,2.3412,0.116,2.4284,12.5144,61.184,0.1196,60.0,64.0,2.4308,1568.0,0.0,1568.0,1568.0,1568.0,1568.0,1568.0,1568.0,1568.0,38.1328,0.0,38.1328,38.1328,38.1328,38.1328,38.1328,38.1328,38.1328,2.3232,2.1152,0.0,3.744,3.5156,0.3568,3.3352,1.1108,2.9816,0.0672,3.4664,0.0,0.536,0.1304,0.0004,0.1132,0.0156,0.0652,154308.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8144,0.0,7.7044,0.0,16686.0,3.452,109236.0,0.0036,109236.0,109168.0,109168.0,6.022,2.7212,3.7148,0.1872,0.8412,2.9496
instance_647,4.0,8516.0,35844.0,6112.0,28640.0,1.5732,1.006,0.8536,1.1244,3.6604,0.0,4.0,11.7776,0.0236,1.6872,0.0052,0.042,10.278,0.0,0.332,0.3904,0.0236,15.6572,0.0004,2.2248,13.1148,2.054,0.864,0.0,4.0,11.3228,0.0008,10.4776,0.0,0.0312,4.7328,0.4548,0.0288,5.9892,0.0004,0.6564,?,?,?,?,?,?,?,?,?,?,16.2908,0.3752,12.0,20.0,2.0464,6308.4,1.8908,768.0,11860.0,9708.0,3000.0,9068.0,4244.0,6448.0,70.964,0.664,38.1668,87.08,84.808,58.924,78.04,66.752,72.024,2.7512,1.0112,0.0,4.0,3.3324,2.0,3.1992,2.6552,2.9096,1.8168,1.428,0.0236,4.0,2.0,0.5112,1.9996,1.9936,1.9992,29.7024,3.4264,269.78,0.4224,272.0,236.0,304.0,3.3784,1.6784,3.6832,0.1472,58.652,0.7792,269.004,0.4336,268.0,232.0,304.0,0.9532,5.6844,3.83,0.1032,1.8936,3.31
instance_648,4.0,600.0,233432.0,600.0,233432.0,0.0,0.0,0.0104,0.98,3.2252,0.0,4.0,5.396,0.2664,0.064,0.1332,0.2668,0.0324,0.0,0.0,0.0,0.2664,0.8064,0.152,0.4284,6.908,0.1668,0.1188,0.0052,0.3432,6.9468,0.0028,1.058,0.0008,0.0044,12.0564,0.0424,0.0104,0.0,0.0104,0.0104,?,?,?,?,?,?,?,?,?,?,8.0,0.0,8.0,8.0,0.0,6627.6,0.4776,5320.0,8600.0,7884.0,5880.0,6932.0,6096.0,6508.0,71.72,0.3384,64.34,88.244,81.12,66.124,73.068,67.084,71.784,0.3272,2.9076,0.0016,0.6472,0.644,0.02,0.5292,0.1024,0.336,1.976,0.0072,1.9648,1.984,1.98,1.9732,1.978,1.9752,1.976,46.436,0.61,70.908,0.58,72.0,60.0,84.0,5.2848,1.506,3.534,0.2892,42.668,0.5896,70.452,0.6596,68.0,60.0,84.0,2.9424,2.4368,3.4852,0.3052,2.092,2.6852
instance_650,4.0,194756.0,816000.0,79528.0,464000.0,5.7956,3.0604,0.688,1.6336,1.7504,0.0,4.0,4.1592,0.0008,0.7492,0.0004,0.0008,3.6836,0.0,0.3304,2.134,0.0008,2.0392,0.0004,0.002,10.2784,0.0776,0.154,0.0,1.0908,3.384,0.0004,1.9932,0.0,0.0008,9.2212,2.1208,0.0004,2.0732,0.0,0.0008,0.0012,1.7108,0.0004,0.0028,14.976,1.0252,1.1224,0.3548,2.2856,13.1544,52.976,0.1296,52.0,56.0,2.2248,968.08,0.9436,300.0,1564.0,1292.0,696.0,1120.0,824.0,976.0,29.138,0.6976,18.9304,46.2,34.9276,23.1044,31.5756,26.0388,28.6776,0.3108,7.422,0.0,2.6144,1.4644,0.0,0.2676,0.0008,0.0244,0.1232,2.8848,0.0,0.8424,0.1788,0.0032,0.1644,0.09,0.1056,7395.2,3.1028,11502.0,2.6688,15136.0,0.0,15268.0,3.9832,4.0872,3.8796,1.408,7686.8,1.5668,14408.4,1.0312,15312.0,15144.0,15432.0,1.2872,8.3364,3.564,0.878,0.1388,0.4048
instance_651,4.0,1008000.0,4760000.0,516000.0,2968000.0,3.8216,2.414,0.6956,1.5568,3.9256,0.0,4.0,5.5172,0.0,1.9324,0.0,0.0004,4.1512,0.0,2.3424,3.4844,0.0,2.1776,0.0,0.0004,10.2192,1.05,0.654,0.0,3.2728,11.284,0.0,2.1492,0.0,0.0,9.1672,2.9256,0.0,2.0444,0.0,0.0004,?,?,?,?,?,?,?,?,?,?,63.332,0.094,60.0,64.0,1.8024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2692,2.294,0.0,3.7856,3.5216,0.2876,3.3516,0.8252,3.0164,0.0636,3.2228,0.0,0.5248,0.1192,0.0,0.1016,0.0204,0.066,416000.0,0.0,0.0,0.0,0.0,0.0,0.0,22.014,0.0,16.426,0.0,46212.0,0.0,184136.0,0.0,184136.0,184136.0,184136.0,9.4368,0.0,3.8628,0.0,0.706,2.956
instance_652,4.0,48000.0,201600.0,46844.0,200332.0,0.0988,0.0252,0.9352,1.98,2.3444,0.0,4.0,2.8088,0.0012,0.2488,0.0012,0.002,0.6052,0.0,0.0,3.866,0.0012,1.1544,0.0004,0.0028,10.8264,0.9144,0.6812,0.0,4.0,13.4532,0.0004,1.5844,0.0,0.0016,9.2824,1.9744,0.002,1.166,0.0004,0.0056,0.0016,0.9764,0.0004,0.004,11.8496,0.41,0.974,0.1508,1.3332,9.0084,20.0176,0.0528,20.0,24.0,0.1128,56.764,1.4,28.0,160.0,80.0,36.0,64.0,44.0,52.0,223.996,0.7548,131.668,364.0,281.572,173.668,249.456,193.28,221.092,1.572,2.3192,0.0004,4.0,2.8172,0.3432,2.282,0.8112,1.5424,0.3692,2.6056,0.0064,2.5616,0.6984,0.1116,0.4976,0.1904,0.3168,1316.32,0.4408,10239.6,0.0552,10208.0,10088.0,10312.0,2.256,0.7928,3.3752,0.0412,759.8,0.4016,10210.8,0.0528,10256.0,10036.0,10328.0,0.2628,0.97,3.3028,0.0296,0.9272,1.2476
instance_654,4.0,12920.0,82300.0,12884.0,82268.0,0.0112,0.0016,0.6264,1.9708,2.94,0.0,4.0,5.1036,0.0044,1.3592,0.0024,0.0112,4.2608,0.0,0.922,2.766,0.0044,13.36,0.002,0.354,5.7584,0.644,0.2412,0.0,1.6472,7.116,0.0012,12.6672,0.0,0.0888,4.3416,0.9892,0.002,7.4252,0.0012,0.09,?,?,?,?,?,?,?,?,?,?,39.5256,0.3072,32.0,48.0,4.462,2466.0,0.6172,1832.0,3160.0,3012.0,2116.0,2900.0,2144.0,2464.0,65.808,1.0704,42.636,118.54,89.812,48.244,73.824,55.424,65.32,2.5916,1.0112,0.0,3.5284,3.2068,1.4556,2.9748,2.442,2.8352,0.2208,2.084,0.0,1.2236,0.4016,0.1044,0.2636,0.14,0.1928,33.1036,26.782,3780.68,0.0976,3770.0,3660.0,3900.0,4.1756,0.8064,3.3632,0.1108,422.24,2.3984,3751.64,0.5052,3806.0,3672.0,3940.0,1.9972,2.234,3.5224,0.2396,0.7952,3.1144
instance_655,4.0,1080.0,4320.0,1080.0,4320.0,0.0,0.0,1.0,2.0,2.3096,1.3332,4.0,2.2492,0.0444,0.0,0.0444,0.0444,0.0,0.0,0.0,4.0,0.0444,0.0,0.0444,0.0444,0.0,0.0,0.0,0.0,0.0,0.0,0.0216,1.1568,0.0112,0.0332,4.9404,1.9556,0.022,0.0572,0.0184,0.0224,0.0556,0.0228,0.052,0.0556,0.1748,1.208,0.126,1.2,1.6,1.2288,24.1636,0.1312,24.0,28.0,0.6832,17746.0,0.1148,16832.0,18532.0,18532.0,16832.0,17924.0,17532.0,17888.0,124.432,0.1292,119.012,131.508,131.508,119.012,125.516,120.508,125.164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.168,0.0004,0.168,0.168,0.168,0.168,0.168,0.168,0.168,84.488,0.9536,247.836,0.3564,248.0,220.0,276.0,4.6648,1.2124,3.7152,0.6316,56.468,0.752,247.864,0.3572,248.0,220.0,276.0,1.742,1.7916,3.4884,0.1692,2.3632,3.4964
instance_656,4.0,920.0,3680.0,920.0,3680.0,0.0,0.0,1.0,2.0,2.3096,1.3332,4.0,2.2492,0.052,0.0,0.052,0.052,0.0,0.0,0.0,4.0,0.052,0.0,0.052,0.052,0.0,0.0,0.0,0.0,0.0,0.0,0.0248,1.1612,0.0132,0.0392,4.8568,1.9132,0.026,0.062,0.0216,0.026,0.0652,0.0248,0.0608,0.0652,0.1996,1.2128,0.1416,1.2,1.6,1.808,24.1224,0.114,24.0,28.0,0.5468,17954.0,0.0776,17460.0,18576.0,18576.0,17460.0,18156.0,17724.0,17936.0,116.692,0.1316,109.748,121.512,121.512,109.748,119.7,114.328,118.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.168,0.0004,0.168,0.168,0.168,0.168,0.168,0.168,0.168,73.14,0.9404,211.496,0.388,212.0,184.0,240.0,4.7692,1.172,3.7172,0.2268,49.56,0.772,211.452,0.39,212.0,184.0,240.0,1.8848,1.7996,3.4948,0.1836,2.3988,3.5108
instance_659,4.0,264.0,3328000.0,264.0,3328000.0,0.0,0.0,0.0004,4.0,0.0,4.0,4.0,0.0,0.7272,0.0,0.7272,0.7272,0.0,0.0,0.0,0.0,0.7272,0.0,0.7272,0.7272,0.0,0.0,0.0,0.0,0.0,0.0,0.3636,0.0,0.3636,0.3636,0.0,2.0,0.0004,0.0,0.0004,0.0004,?,?,?,?,?,?,?,?,?,?,8.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9968,0.014,1.9636,2.0,2.0,1.9888,2.0,1.9984,2.0,4.7272,3.9524,34.182,0.8972,36.0,24.0,40.0,50.836,2.3144,3.8244,0.1564,1.0,13.8564,39.0,1.39,38.0,24.0,52.0,44.692,3.622,3.7248,0.346,3.1668,3.2408
instance_660,4.0,832000.0,3984000.0,275532.0,1736000.0,8.094,5.19,0.6356,1.4368,4.0516,0.0,4.0,5.3764,0.0,1.6712,0.0,0.0008,4.0856,0.0,2.2188,3.6196,0.0,2.4268,0.0,0.0004,11.5968,0.974,0.6264,0.0,3.3332,12.5136,0.0,2.3156,0.0,0.0004,10.266,2.9252,0.0,2.312,0.0,0.0004,0.0004,2.7628,0.0,0.0008,14.9364,0.5444,2.9272,0.108,2.4444,12.6716,57.332,0.1316,56.0,60.0,2.546,556.0,0.0,556.0,556.0,556.0,556.0,556.0,556.0,556.0,14.6188,0.0,14.6188,14.6188,14.6188,14.6188,14.6188,14.6188,14.6188,2.0896,2.364,0.0,3.96,3.4332,0.2,3.218,0.852,2.4932,0.0596,3.5356,0.0,0.7584,0.128,0.0,0.1016,0.0068,0.0508,112908.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3292,0.0,6.1652,0.0,8002.0,0.5332,93752.0,0.0112,93752.0,93564.0,93564.0,3.7152,0.8604,3.6312,0.0144,0.4376,1.7856
instance_662,4.0,1800.0,7648.0,1744.0,7592.0,0.1284,0.0296,0.9188,1.9952,2.3664,0.0,4.0,3.0724,0.028,0.2976,0.0276,0.046,0.8276,0.0,0.0,3.7956,0.028,1.2236,0.0104,0.0592,10.9856,0.8988,0.6952,0.0,4.0,13.2948,0.014,1.5324,0.002,0.0316,9.278,2.0296,0.0556,1.2164,0.0212,0.116,0.0428,1.0044,0.0168,0.0908,12.0696,0.4244,1.0056,0.1944,1.2224,9.226,16.0,0.0,16.0,16.0,0.0,15685.2,0.0736,15316.0,16208.0,16208.0,15316.0,16020.0,15476.0,15756.0,103.948,0.2136,95.644,114.7,114.7,95.644,109.636,102.048,103.3,1.5804,2.3548,0.0084,4.0,2.8076,0.2916,2.2716,0.8144,1.5708,0.3644,2.5896,0.008,1.178,0.7036,0.1084,0.4948,0.1876,0.3168,61.524,1.174,386.264,0.2996,384.0,348.0,424.0,3.782,0.8336,3.426,0.1496,51.272,1.3552,386.64,0.3196,388.0,348.0,424.0,1.456,1.67,3.3864,0.2576,1.3004,2.3076
instance_664,4.0,1132000.0,5400000.0,165808.0,1732000.0,23.2936,8.4688,0.3828,1.9712,2.5288,0.0,4.0,5.492,0.0004,1.9304,0.0,0.002,4.7124,0.0,0.4372,3.1188,0.0004,9.088,0.0,0.0068,10.1904,1.5124,0.6588,0.0,4.0,10.0208,0.0,8.2692,0.0,0.0052,9.8488,1.848,0.0004,11.0512,0.0,0.0132,?,?,?,?,?,?,?,?,?,?,24.0,0.0,24.0,24.0,0.0,826.84,3.8636,128.0,2428.0,2428.0,128.0,1588.0,244.0,368.0,55.46,1.8636,26.154,100.696,100.696,26.154,73.588,26.7368,56.46,2.5348,1.256,0.0,4.0,3.66,1.6328,2.7476,2.3624,2.508,0.2364,2.6704,0.0,4.0,0.4,0.0088,0.3764,0.076,0.2772,6226.0,2.0916,15588.0,5.6568,15588.0,0.0,0.0,18.7156,1.6732,4.0504,0.1816,6235.2,0.194,31332.0,0.0328,31430.0,30952.0,31452.0,2.1248,0.3776,3.9576,0.0052,0.114,0.3196
instance_665,4.0,262416.0,1096000.0,104628.0,616000.0,6.0324,3.1084,0.6796,1.6212,1.652,0.0,4.0,4.0248,0.0004,0.73,0.0004,0.0008,3.6108,0.0,0.2892,2.1712,0.0004,2.4168,0.0,0.002,9.48,0.0828,0.154,0.0,1.3332,3.918,0.0004,2.3456,0.0,0.0008,8.2744,2.1176,0.0,1.9436,0.0,0.0008,0.0008,1.7072,0.0,0.002,14.8676,1.1072,0.8956,0.4212,1.9288,12.3624,51.284,0.2016,48.0,56.0,3.8544,1147.72,2.0448,340.0,3256.0,1820.0,592.0,1508.0,712.0,1000.0,29.2312,0.8864,19.6208,52.504,35.8288,21.8964,32.2632,24.5744,28.5832,0.3296,6.9596,0.0,2.702,1.4688,0.0,0.3544,0.0004,0.0424,0.1248,2.3188,0.0,0.6316,0.1944,0.0004,0.1628,0.0924,0.1164,7458.0,0.4232,20626.0,0.028,20626.0,20524.0,20524.0,2.6464,0.5892,3.32,0.0452,9877.2,1.0968,18593.6,1.406,20588.0,0.0,20844.0,1.6296,6.8648,3.6208,0.71,0.1448,0.3376
instance_666,4.0,2400.0,10200.0,2352.0,10148.0,0.0816,0.0204,0.9272,2.0024,2.3164,0.0,4.0,2.6596,0.0204,0.2108,0.0204,0.034,0.4732,0.0,0.0,3.9008,0.0204,1.0504,0.008,0.0396,10.494,0.9468,0.728,0.0,4.0,13.5696,0.0108,1.4708,0.0,0.0252,9.3072,2.1048,0.0408,1.04,0.0156,0.0788,0.0304,0.9216,0.0112,0.0568,11.6032,0.434,0.9732,0.2224,1.1112,9.11,16.0,0.0,16.0,16.0,0.0,15019.2,0.0724,14540.0,15308.0,15308.0,14540.0,15304.0,14872.0,15156.0,132.388,0.3292,122.084,156.396,156.396,122.084,143.04,126.98,128.772,1.6496,2.2432,0.0052,4.0,2.958,0.454,2.3336,0.854,1.6096,0.3672,2.4264,0.032,1.192,0.7084,0.1304,0.4844,0.2036,0.3152,71.836,1.8232,524.2,0.2724,524.0,480.0,568.0,3.5772,0.8448,3.42,0.1516,57.856,1.0376,524.04,0.2596,524.0,480.0,564.0,1.2432,1.4468,3.3792,0.1224,1.2672,2.1456
instance_667,4.0,4000.0,80000.0,4000.0,80000.0,0.0,0.0,0.2,1.4964,2.6024,0.8,4.0,3.3152,0.02,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.02,0.3968,0.0128,0.0268,14.7312,0.3188,0.2424,0.0,1.5144,12.0508,0.0036,0.926,0.0012,0.0068,11.3712,0.7344,0.066,0.3296,0.0436,0.0836,?,?,?,?,?,?,?,?,?,?,12.0,0.0,12.0,12.0,0.0,171.704,0.8864,116.0,348.0,216.0,132.0,188.0,148.0,164.0,229.268,0.3696,185.776,287.356,259.588,201.788,242.236,214.42,228.456,0.6708,2.758,0.0004,2.4664,1.342,0.1332,0.96,0.302,0.5892,0.0112,2.7436,0.0012,0.0648,0.0204,0.0044,0.014,0.006,0.0092,218.6,0.6084,766.28,0.2268,764.0,712.0,824.0,4.1364,0.8416,3.4288,0.106,176.988,0.5808,761.36,0.2324,760.0,704.0,816.0,1.396,1.4588,3.3624,0.1036,1.9116,2.3016
instance_668,4.0,300.0,6388.0,300.0,6388.0,0.0,0.0,0.188,1.5072,2.6412,0.8,4.0,3.36,0.2668,0.0,0.2668,0.2668,0.0,0.0,0.0,0.0,0.2668,0.3528,0.2156,0.3408,13.4808,0.2876,0.1968,0.0,0.7864,10.838,0.0472,0.9488,0.0276,0.0828,10.9172,0.7088,0.1848,0.0264,0.1804,0.1852,0.6308,0.22,0.5236,0.7616,16.0536,0.6028,0.1828,0.5248,0.6944,4.5284,8.7568,0.7156,8.0,12.0,1.94,17588.0,0.0344,17424.0,17912.0,17912.0,17424.0,17724.0,17504.0,17560.0,74.88,0.1232,72.244,79.72,79.72,72.244,76.316,73.38,75.236,0.6048,2.4912,0.0176,1.4868,1.1428,0.1076,0.8872,0.2964,0.5944,0.0064,2.1772,0.0012,0.0168,0.0108,0.0028,0.0084,0.0036,0.006,30.222,1.2224,60.464,0.7508,60.0,48.0,76.0,6.9612,1.0804,3.5288,0.364,26.4568,1.2648,60.664,0.7516,60.0,48.0,76.0,5.3456,1.6864,3.45,0.3676,2.358,2.9548
instance_669,4.0,2200.0,9372.0,2144.0,9312.0,0.1044,0.0256,0.9208,1.9636,2.3596,0.0,4.0,2.9632,0.0228,0.2888,0.0224,0.0372,0.77,0.0,0.0,3.818,0.0228,1.2016,0.0084,0.0568,10.93,0.96,0.702,0.0,4.0,13.364,0.0108,1.7056,0.0016,0.0328,9.3432,1.9108,0.0452,1.1804,0.0172,0.1152,0.0344,1.0416,0.0084,0.084,12.0684,0.4296,1.0356,0.1904,1.3332,9.3896,16.0,0.0,16.0,16.0,0.0,15251.2,0.0852,14804.0,15780.0,15780.0,14804.0,15668.0,15012.0,15256.0,119.072,0.3068,107.544,136.18,136.18,107.544,129.972,114.1,116.812,1.6188,2.2736,0.0032,4.0,2.8412,0.3804,2.3996,0.862,1.5688,0.3776,2.7104,0.0292,1.5104,0.7224,0.1112,0.4924,0.194,0.318,66.728,1.2292,473.84,0.282,472.0,432.0,516.0,3.6284,0.8404,3.4204,0.1396,55.576,1.142,472.76,0.28,472.0,432.0,512.0,1.2904,1.5168,3.3836,0.1384,1.2788,2.1836
instance_670,4.0,29112.0,253100.0,19672.0,229648.0,1.9196,0.4084,0.3428,2.0892,2.5732,0.0,4.0,6.4688,0.0028,1.2684,0.0016,0.0244,5.2992,0.0,0.7316,2.3948,0.0028,5.2296,0.0004,0.0564,14.0536,1.2508,1.088,0.0,3.7564,13.3188,0.002,6.072,0.0,0.0276,12.6424,3.1244,0.002,4.3996,0.0004,0.0456,?,?,?,?,?,?,?,?,?,?,25.262,0.3492,20.0,28.0,3.2556,5592.0,0.6208,4540.0,7308.0,6688.0,4720.0,6200.0,4776.0,5572.0,75.324,0.4316,57.824,82.62,81.808,62.204,81.604,69.556,78.832,2.238,2.334,0.0,3.9084,3.6788,0.324,3.3104,0.7724,2.6684,0.2824,5.6292,0.0,1.47,1.0256,0.0008,0.2772,0.0332,0.1424,834.4,1.0248,5392.0,0.5448,5480.0,5296.0,5676.0,7.5456,0.9976,3.756,0.0884,1077.0,0.2424,5465.2,0.0876,5476.0,5328.0,5620.0,3.1628,1.144,3.7828,0.02,0.28,1.4976
instance_673,4.0,149808.0,444000.0,22604.0,168404.0,22.51,6.5384,0.5368,1.4428,3.08,0.0,4.0,7.4236,0.0028,1.7292,0.0016,0.0128,6.8232,0.0,0.62,2.1364,0.0028,4.832,0.0008,0.0384,13.4304,0.8348,0.61,0.0,3.792,12.7852,0.0012,5.4216,0.0,0.02,11.716,2.1592,0.0024,4.4208,0.0004,0.0372,?,?,?,?,?,?,?,?,?,?,26.068,0.3192,20.0,32.0,3.002,3098.4,1.6792,848.0,5992.0,5464.0,1968.0,3824.0,2188.0,2876.0,81.584,2.058,42.764,200.232,138.82,47.008,105.916,49.172,65.164,2.1752,2.0688,0.0,4.0,3.4836,0.3604,3.1268,1.3368,2.3948,0.2872,4.0656,0.0,1.8048,0.606,0.002,0.4476,0.054,0.2092,619.6,3.6892,6060.0,0.666,6212.0,5972.0,6436.0,3.834,1.6216,3.582,0.304,1096.32,5.3116,6182.0,0.5192,6272.0,6120.0,6440.0,2.3264,5.9204,3.796,1.3916,0.4184,1.8176
instance_674,4.0,688.0,3328.0,484.0,2920.0,1.686,0.5588,0.6632,1.5764,3.1424,0.0,4.0,6.8264,0.1304,1.1596,0.066,0.2316,4.8232,0.0,0.044,1.5452,0.1304,1.9396,0.0656,0.4056,7.2916,0.0584,0.2776,0.0,2.4,1.8776,0.0392,1.0696,0.0164,0.0656,7.4508,1.3644,0.0648,2.782,0.0328,0.2084,0.216,2.2196,0.0656,0.608,13.4592,1.4644,1.0324,0.9624,2.736,12.2896,20.6668,0.5224,16.0,28.0,4.088,17256.0,0.0728,16896.0,17772.0,17772.0,16896.0,17524.0,16936.0,17288.0,100.472,0.2196,92.08,108.132,108.132,92.08,105.692,96.728,102.528,0.1124,10.012,0.0,1.6396,0.2812,0.0012,0.0776,0.0032,0.0156,0.1988,4.366,0.0564,1.2124,0.3984,0.06,0.1952,0.0968,0.116,18.028,1.8052,87.948,0.5568,88.0,72.0,104.0,5.2308,1.0384,3.4732,0.2656,15.3604,1.7712,87.916,0.5536,88.0,72.0,104.0,3.9812,1.572,3.4308,0.2456,1.9652,3.7304
