@RELATION Sora

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE step_9 NUMERIC
@ATTRIBUTE step_16 NUMERIC
@ATTRIBUTE step_13 NUMERIC
@ATTRIBUTE step_14 NUMERIC
@ATTRIBUTE step_5 NUMERIC
@ATTRIBUTE step_11 NUMERIC
@ATTRIBUTE step_1 NUMERIC
@ATTRIBUTE step_4 NUMERIC
@ATTRIBUTE step_3 NUMERIC
@ATTRIBUTE step_8 NUMERIC
@ATTRIBUTE step_12 NUMERIC
@ATTRIBUTE step_15 NUMERIC
@ATTRIBUTE step_7 NUMERIC
@ATTRIBUTE step_10 NUMERIC
@ATTRIBUTE step_6 NUMERIC
@ATTRIBUTE step_2 NUMERIC

@DATA
instance_448,1.0,0.468,5.084,2.792,2.076,4.596,0.296,0.024,0.011999999999999997,0.036,0.016,0.004,0.027999999999999997,0.011999999999999997,0.008,0.016,0.272
instance_449,1.0,1.04,5.12,5.492,2.128,4.644,0.44,0.036,0.012000000000000004,0.060000000000000005,0.012000000000000004,0.0,0.04800000000000001,0.008,0.0040000000000000036,0.016,0.444
instance_450,1.0,0.336,2.736,0.988,2.056,4.624,0.168,0.016,0.008,0.019999999999999997,0.008,0.004,0.019999999999999997,0.008,0.004,0.012,0.092
instance_451,1.0,0.256,5.048,0.764,2.044,4.7,0.148,0.016,0.008,0.012,0.008,0.004,0.012,0.004,0.004,0.008,0.088
instance_452,1.0,0.248,5.036,0.768,2.044,4.688,0.148,0.016,0.004,0.016,0.008,0.0,0.016,0.004,0.008,0.008,0.096
instance_453,1.0,0.192,5.048,0.704,2.052,4.808,0.14,0.016,0.008,0.012,0.008,0.0,0.016,0.008,0.004,0.008,0.076
instance_454,1.0,0.2,5.032,0.756,2.048,4.708,0.144,0.016,0.008,0.012,0.008,0.0,0.016,0.004,0.004,0.008,0.104
instance_455,1.0,0.228,5.036,0.808,2.044,4.768,0.148,0.016,0.008,0.016,0.008,0.0,0.016,0.008,0.004,0.012,0.096
instance_456,1.0,0.204,5.032,0.728,2.044,4.592,0.14,0.016,0.008,0.016,0.008,0.0,0.016,0.004,0.004,0.012,0.084
instance_457,1.0,0.308,5.044,1.32,2.048,4.676,0.196,0.02,0.008,0.023999999999999997,0.008,0.004,0.02,0.004,0.004,0.012,0.164
instance_458,1.0,0.236,5.028,1.02,2.044,4.812,0.168,0.016,0.008,0.016,0.008,0.0,0.016,0.008,0.004,0.008,0.124
instance_460,1.0,0.46,5.076,2.092,2.064,4.656,0.256,0.024,0.008,0.027999999999999997,0.011999999999999997,0.0,0.027999999999999997,0.008,0.004,0.011999999999999997,0.216
instance_461,1.0,0.536,5.108,2.832,2.088,4.652,0.296,0.028,0.012,0.036000000000000004,0.012,0.0,0.032,0.007999999999999997,0.004,0.015999999999999997,0.188
instance_463,1.0,0.66,5.088,3.148,2.104,4.64,0.304,0.028,0.012,0.044,0.015999999999999997,0.0,0.036000000000000004,0.007999999999999997,0.007999999999999997,0.015999999999999997,0.344
instance_466,1.0,1.732,0.012,0.04,2.016,4.38,0.044,0.012,0.0,0.032,0.0,0.0,0.023999999999999997,0.0,0.0,0.0,0.164
instance_467,1.0,4.616,0.044,0.112,2.024,4.328,0.088,0.012,0.0,0.07200000000000001,0.004,0.0,0.05600000000000001,0.004,0.0,0.004,0.328
instance_468,1.0,13.532,0.172,0.268,2.032,4.22,0.144,0.012,0.008,0.172,0.004,0.004,0.128,0.004,0.008,0.008,0.528
instance_469,1.0,16.396,0.16,0.396,2.044,4.208,0.176,0.016,0.004,0.20400000000000001,0.004,0.004,0.15999999999999998,0.004,0.004,0.008,0.6
instance_470,1.0,20.14,0.208,1.116,2.084,4.196,0.336,0.024,0.004,0.408,0.004,0.0,0.316,0.004,0.004,0.008,0.768
instance_471,1.0,20.076,0.308,0.392,2.044,4.212,0.18,0.016,0.004,0.23199999999999998,0.004,0.0,0.172,0.004,0.004,0.008,0.632
instance_472,1.0,20.076,0.252,0.58,2.06,4.176,0.224,0.016,0.008,0.292,0.008,0.004,0.22399999999999998,0.004,0.008,0.012,0.676
instance_473,1.0,20.06,0.616,0.352,2.04,4.244,0.176,0.02,0.0,0.252,0.004,0.0,0.18000000000000002,0.0,0.0,0.004,0.688
instance_474,1.0,20.096,0.724,0.828,2.06,4.164,0.276,0.024,0.004,0.39199999999999996,0.004,0.0,0.296,0.004,0.004,0.008,0.776
instance_475,1.0,20.124,1.768,0.764,2.064,4.228,0.292,0.02,0.004,0.428,0.004,0.004,0.316,0.004,0.008,0.008,0.836
instance_477,1.0,20.132,4.008,1.036,2.076,4.188,0.34,0.024,0.004,0.5479999999999999,0.004,0.0,0.39599999999999996,0.004,0.008,0.008,0.94
instance_480,1.0,20.264,5.172,5.244,2.176,4.296,0.804,0.04,0.011999999999999997,1.536,0.016,0.003999999999999997,1.144,0.011999999999999997,0.019999999999999997,0.024,1.592
instance_481,1.0,20.492,5.324,10.36,2.344,4.492,1.476,0.068,0.016,3.756,0.01999999999999999,0.0,2.664,0.016,0.032,0.032,2.416
instance_482,1.0,20.376,5.244,9.044,2.224,4.34,1.16,0.056,0.012000000000000004,2.7239999999999998,0.012000000000000004,0.0,1.936,0.012000000000000004,0.024,0.024,2.136
instance_484,1.0,20.468,5.304,10.34,2.316,4.46,1.516,0.068,0.011999999999999997,3.768,0.016,0.0,2.664,0.016,0.027999999999999997,0.032,2.46
instance_485,1.0,20.284,5.176,5.412,2.188,4.304,0.748,0.048,0.008,2.332,0.011999999999999997,0.0,1.568,0.008,0.020000000000000004,0.020000000000000004,2.168
instance_488,1.0,20.488,5.352,10.376,2.352,4.496,1.66,0.072,0.01200000000000001,4.364,0.016,0.0,3.04,0.016,0.032,0.036000000000000004,2.82
instance_489,1.0,20.38,5.248,10.276,2.26,4.384,1.124,0.06,0.016,3.444,0.020000000000000004,0.0,2.44,0.016,0.027999999999999997,0.027999999999999997,2.588
instance_490,1.0,20.464,5.316,10.348,2.324,4.464,1.404,0.072,0.01200000000000001,4.26,0.020000000000000004,0.0,2.956,0.016,0.02800000000000001,0.032,2.848
instance_491,1.0,20.544,5.396,10.408,2.392,4.552,1.904,0.076,0.016,4.94,0.020000000000000004,0.0,3.432,0.020000000000000004,0.036000000000000004,0.036000000000000004,3.164
instance_492,1.0,20.32,5.208,7.54,2.204,4.324,0.952,0.056,0.012000000000000004,3.1,0.012000000000000004,0.0,2.168,0.015999999999999993,0.024,0.024,2.596
instance_493,1.0,20.412,5.288,10.312,2.292,4.448,1.292,0.06,0.016,3.812,0.020000000000000004,0.0040000000000000036,2.6959999999999997,0.020000000000000004,0.032,0.032,2.812
instance_494,1.0,20.504,5.352,10.376,2.336,4.504,1.576,0.076,0.016,4.808000000000001,0.020000000000000004,0.0,3.336,0.016,0.036000000000000004,0.036000000000000004,3.064
instance_495,1.0,20.624,5.424,10.452,2.42,4.564,2.04,0.084,0.01999999999999999,5.736000000000001,0.023999999999999994,0.00399999999999999,4.0520000000000005,0.023999999999999994,0.039999999999999994,0.044,3.244
instance_496,1.0,20.34,5.224,9.44,2.24,4.372,1.02,0.06,0.011999999999999997,3.54,0.016,0.0,2.448,0.016,0.027999999999999997,0.027999999999999997,2.78
instance_497,1.0,20.412,5.308,10.324,2.304,4.46,1.224,0.068,0.016,4.488,0.01999999999999999,0.00399999999999999,3.148,0.01999999999999999,0.03599999999999999,0.03599999999999999,2.976
instance_498,1.0,20.36,5.236,9.892,2.248,4.388,1.08,0.06,0.016,3.9519999999999995,0.020000000000000004,0.0040000000000000036,2.7359999999999998,0.016,0.027999999999999997,0.032,2.84
instance_499,1.0,20.768,5.536,10.54,2.512,4.66,2.556,0.1,0.027999999999999997,8.280000000000001,0.036000000000000004,0.00399999999999999,5.808000000000001,0.032,0.05199999999999999,0.055999999999999994,3.9
instance_500,1.0,36.716,11.568,16.64,8.588,11.148,12.884,0.652,0.33599999999999997,4.9639999999999995,0.5079999999999999,0.0040000000000000036,4.9559999999999995,0.32399999999999995,0.19999999999999996,0.64,7.772
instance_501,1.0,21.052,5.972,11.008,3.0,5.4,2.868,0.116,0.059999999999999984,0.396,0.084,0.00399999999999999,0.45999999999999996,0.048,0.03599999999999999,0.09199999999999998,2.544
instance_502,1.0,4.164,5.116,1.668,2.112,4.808,0.56,0.028,0.007999999999999997,0.1,0.007999999999999997,0.004,0.064,0.168,0.007999999999999997,0.015999999999999997,0.132
instance_503,1.0,1.492,5.056,0.292,2.044,4.628,0.2,0.016,0.004,0.04,0.004,0.0,0.027999999999999997,0.004,0.004,0.008,0.052
instance_504,1.0,2.172,5.064,0.544,2.06,4.68,0.256,0.02,0.004,0.048,0.004,0.0,0.032,0.004,0.004,0.004,0.068
instance_505,1.0,3.236,5.128,1.692,2.108,4.716,0.42,0.028,0.007999999999999997,0.076,0.007999999999999997,0.0,0.05600000000000001,0.007999999999999997,0.007999999999999997,0.015999999999999997,0.128
instance_506,1.0,0.132,0.016,0.024,1.6,4.636,0.032,0.008,0.004,0.008,0.004,0.0,0.004,0.004,0.004,0.004,0.016
instance_507,1.0,0.272,0.028,0.044,2.032,4.776,0.048,0.012,0.0,0.008,0.0,0.0,0.004,0.0,0.0,0.0,0.02
instance_508,1.0,2.048,5.076,0.732,2.072,4.724,0.3,0.02,0.004,0.044,0.004,0.004,0.032,0.004,0.008,0.012,0.092
instance_509,1.0,2.688,5.1,1.16,2.084,4.652,0.384,0.024,0.008,0.056,0.008,0.0,0.04,0.008,0.008,0.011999999999999997,0.108
instance_510,1.0,0.332,0.064,0.052,2.016,4.652,0.06,0.012,0.0,0.008,0.0,0.0,0.004,0.0,0.0,0.0,0.02
instance_511,1.0,1.216,2.868,0.22,2.044,4.624,0.192,0.016,0.004,0.032,0.004,0.0,0.019999999999999997,0.0,0.0,0.0,0.048
instance_512,1.0,4.464,5.124,1.876,2.132,4.644,0.616,0.032,0.008,0.12,0.008,0.003999999999999997,0.084,0.011999999999999997,0.011999999999999997,0.016,0.14
instance_513,1.0,3.188,2.368,1.088,2.092,4.56,0.476,0.028,0.004,0.08800000000000001,0.004,0.0,0.064,0.007999999999999997,0.004,0.012,0.108
instance_515,1.0,2.896,0.712,1.008,2.108,4.628,0.464,0.028,0.004,0.08800000000000001,0.004,0.0,0.06,0.007999999999999997,0.007999999999999997,0.007999999999999997,0.116
instance_517,1.0,8.064,5.236,5.072,2.228,4.724,0.976,0.044,0.012000000000000004,0.276,0.012000000000000004,0.0040000000000000036,0.176,0.020000000000000004,0.020000000000000004,0.024000000000000007,0.236
instance_518,1.0,18.46,5.464,10.492,2.472,5.028,1.976,0.084,0.023999999999999994,0.56,0.027999999999999997,0.00399999999999999,0.348,0.032,0.03599999999999999,0.044,0.488
instance_520,1.0,8.432,5.216,4.14,2.216,4.772,0.784,0.044,0.012000000000000004,0.264,0.012000000000000004,0.0,0.16799999999999998,0.016,0.016,0.020000000000000004,0.228
instance_521,1.0,5.616,5.152,1.952,2.156,4.664,0.624,0.036,0.008,0.192,0.008,0.0,0.124,0.008,0.012000000000000004,0.012000000000000004,0.168
instance_522,1.0,6.684,5.16,2.536,2.184,4.752,0.752,0.04,0.008,0.208,0.008,0.0,0.13199999999999998,0.011999999999999997,0.011999999999999997,0.016,0.184
instance_525,1.0,15.032,5.44,10.456,2.44,4.924,1.66,0.072,0.020000000000000004,0.504,0.024000000000000007,0.0040000000000000036,0.332,0.02800000000000001,0.032,0.036000000000000004,0.444
instance_527,1.0,20.928,5.788,10.784,2.756,5.264,3.224,0.12,0.032,0.832,0.04000000000000001,0.0040000000000000036,0.524,0.048000000000000015,0.05199999999999999,0.06,0.78
instance_530,1.0,11.968,5.344,7.86,2.34,4.784,1.176,0.064,0.011999999999999997,0.4,0.016,0.0,0.264,0.020000000000000004,0.023999999999999994,0.023999999999999994,0.356
instance_531,1.0,13.616,5.408,9.936,2.38,4.92,1.348,0.064,0.020000000000000004,0.448,0.023999999999999994,0.0040000000000000036,0.292,0.027999999999999997,0.032,0.032,0.396
instance_532,1.0,20.936,5.748,10.764,2.716,5.304,2.788,0.12,0.032,0.78,0.036000000000000004,0.0040000000000000036,0.488,0.048000000000000015,0.04000000000000001,0.06,0.74
instance_533,1.0,21.18,5.912,10.952,2.904,5.492,3.436,0.144,0.04000000000000001,0.932,0.048000000000000015,0.0,0.568,0.05200000000000002,0.06,0.07600000000000001,0.904
instance_535,1.0,17.816,5.504,10.512,2.48,5.08,1.992,0.088,0.020000000000000004,0.552,0.024000000000000007,0.0,0.356,0.02800000000000001,0.032,0.04000000000000001,0.492
instance_537,1.0,20.928,5.748,10.76,2.736,10.552,3.012,0.12,0.032,0.768,0.04000000000000001,0.0,0.476,0.048000000000000015,0.048000000000000015,0.055999999999999994,0.74
instance_539,1.0,4.296,0.3,2.856,2.216,4.62,0.82,0.048,0.011999999999999997,0.192,0.016,0.0,0.132,0.016,0.011999999999999997,0.023999999999999994,0.22
instance_540,1.0,93.104,10.3,15.332,7.304,10.732,13.672,1.016,0.45199999999999996,7.3919999999999995,0.504,0.0,8.212,0.54,1.8279999999999998,0.8280000000000001,16.612
instance_541,1.0,24.78,8.296,13.316,5.336,7.948,8.72,0.612,0.31200000000000006,1.02,0.4,0.020000000000000018,1.1,0.28800000000000003,0.22399999999999998,0.576,47.572
instance_542,1.0,36.916,8.868,13.932,5.964,8.732,10.244,0.768,0.3639999999999999,1.5439999999999998,0.41999999999999993,0.01200000000000001,1.652,0.32800000000000007,0.272,0.6759999999999999,59.824
instance_543,1.0,55.976,9.808,14.888,6.864,9.816,11.504,0.904,0.43200000000000005,1.996,0.4680000000000001,0.020000000000000018,2.208,0.352,0.32399999999999995,0.7399999999999999,92.76
instance_544,1.0,9.584,5.836,10.84,2.828,5.38,3.116,0.128,0.07599999999999998,0.16799999999999998,0.092,0.0040000000000000036,0.20400000000000001,0.06,0.036000000000000004,0.124,1.044
instance_547,1.0,39.848,24.584,29.644,21.652,24.376,26.352,0.9,0.33999999999999997,0.0,0.5559999999999999,0.0,0.0,0.372,0.608,0.6960000000000001,20.104
instance_549,1.0,31.652,14.3,19.324,11.252,13.96,13.708,0.908,0.376,0.0,0.47199999999999986,0.03599999999999992,0.0,0.33999999999999997,0.4640000000000001,0.7919999999999999,9.396
instance_550,1.0,190.584,10.324,15.244,7.26,11.452,21.804,1.572,0.6680000000000001,0.0,0.7359999999999998,0.01200000000000001,0.0,0.8679999999999999,0.0,1.2959999999999998,6.752
instance_552,1.0,80.964,22.208,27.248,19.576,25.612,41.58,2.324,0.38000000000000034,0.0,8.956,0.01200000000000001,0.0,0.8920000000000003,9.052,1.3920000000000003,151.94
instance_553,1.0,21.544,5.136,2.932,2.148,4.352,0.724,0.076,0.008000000000000007,8.719999999999999,0.020000000000000004,0.0040000000000000036,4.776000000000001,0.027999999999999997,0.04000000000000001,0.027999999999999997,3.828
instance_554,1.0,22.404,5.212,6.556,2.224,4.54,1.104,0.112,0.011999999999999997,14.76,0.03199999999999999,0.007999999999999993,8.036,0.039999999999999994,0.059999999999999984,0.039999999999999994,10.088
instance_555,1.0,0.788,5.072,1.34,2.068,4.768,0.244,0.02,0.012,0.028,0.012,0.004,0.032,0.008,0.004,0.012,0.096
instance_556,1.0,0.848,5.08,1.672,2.08,4.856,0.28,0.024,0.008,0.019999999999999997,0.008,0.0,0.027999999999999997,0.004,0.0,0.011999999999999997,0.112
instance_557,1.0,22.596,7.432,12.492,4.488,6.808,7.844,0.136,0.07199999999999998,0.892,0.10799999999999998,0.0,0.9680000000000001,0.064,0.03999999999999998,0.11199999999999999,5.784
instance_558,1.0,21.412,5.776,10.788,2.78,5.052,2.192,0.14,0.07199999999999998,0.496,0.10399999999999998,0.0,0.5519999999999999,0.06,0.035999999999999976,0.11599999999999999,1.028
instance_559,1.0,21.96,6.096,11.104,3.084,5.36,3.104,0.164,0.088,0.608,0.12399999999999997,0.0040000000000000036,0.688,0.08399999999999999,0.04799999999999999,0.148,2.216
instance_560,1.0,22.548,7.404,12.444,4.42,6.904,7.54,0.14,0.07999999999999999,0.9400000000000001,0.12,0.003999999999999976,1.004,0.06399999999999997,0.05199999999999999,0.136,5.548
instance_562,1.0,11.764,5.74,10.752,2.74,5.196,2.416,0.236,0.12,0.31200000000000006,0.124,0.008000000000000007,0.38,0.08400000000000002,0.055999999999999994,0.18,8.256
instance_563,1.0,30.06,7.768,12.788,4.856,7.472,8.736,0.584,0.264,0.9440000000000001,0.30400000000000005,0.0,1.072,0.21200000000000008,0.21200000000000008,0.44000000000000006,2.964
instance_564,1.0,53.416,8.852,13.988,5.856,8.64,10.56,0.86,0.344,1.432,0.396,0.0,1.484,0.33599999999999997,0.2520000000000001,0.5319999999999999,4.08
instance_565,1.0,23.804,7.68,12.62,4.66,7.208,7.552,0.532,0.23199999999999998,1.024,0.2919999999999999,0.0,1.14,0.21199999999999997,0.21599999999999997,0.36,3.732
instance_566,1.0,36.172,8.504,13.568,5.48,8.26,9.984,0.784,0.28800000000000003,1.644,0.3599999999999999,0.0,1.78,0.28,0.244,0.476,5.416
instance_567,1.0,36.208,8.504,13.468,5.492,8.256,9.508,0.72,0.272,1.6039999999999999,0.31200000000000006,0.01200000000000001,1.82,0.248,0.276,0.43199999999999994,3.932
instance_568,1.0,23.864,7.692,12.684,4.608,7.204,7.248,0.552,0.244,0.948,0.31199999999999994,0.008000000000000007,1.0999999999999999,0.236,0.18399999999999994,0.3959999999999999,15.924
instance_570,1.0,24.176,6.244,11.252,3.232,5.62,3.24,0.284,0.128,0.6759999999999999,0.16400000000000003,0.0,0.768,0.11200000000000004,0.08800000000000002,0.24400000000000005,2.164
instance_571,1.0,45.576,8.54,13.584,5.528,8.324,8.696,0.776,0.3320000000000001,5.164000000000001,0.44799999999999995,0.0,5.136,0.272,0.23199999999999998,0.6759999999999999,3.936
instance_572,1.0,134.332,10.16,17.884,9.94,13.716,16.196,1.664,0.732,0.0,1.792,0.0,0.0,0.712,0.5520000000000003,1.4600000000000002,37.304
instance_573,1.0,22.684,6.048,11.072,3.052,5.464,3.652,0.22,0.11200000000000002,1.26,0.152,0.008000000000000007,1.3840000000000001,0.096,0.07999999999999999,0.18799999999999997,8.332
instance_578,1.0,26.328,2.584,12.472,4.364,6.748,5.224,0.392,0.21999999999999997,3.8800000000000003,0.33199999999999996,0.0040000000000000036,3.788,0.17999999999999994,0.10799999999999998,0.384,3.508
instance_580,1.0,23.62,2.792,12.328,4.26,6.876,6.184,0.38,0.21999999999999997,3.46,0.33199999999999996,0.008000000000000007,3.4,0.18000000000000005,0.10799999999999998,0.38,4.0
instance_582,1.0,29.224,5.136,14.276,6.1,8.524,9.744,0.652,0.36,8.544,0.5439999999999999,0.0,7.8,0.28,0.16000000000000003,0.624,7.044
instance_583,1.0,37.796,12.38,17.412,9.332,11.964,13.728,1.048,0.5760000000000001,8.292,0.8279999999999998,0.01200000000000001,7.8759999999999994,0.472,0.28800000000000003,1.04,7.608
instance_584,1.0,26.76,3.3,12.556,4.568,6.912,7.988,0.396,0.23199999999999998,4.716,0.352,0.008000000000000007,4.456,0.18799999999999994,0.11199999999999999,0.38,2.868
instance_585,1.0,39.1,11.792,16.852,8.696,11.456,13.032,1.016,0.52,11.316,0.776,0.0,9.952,0.43999999999999995,0.248,0.952,8.516
instance_586,1.0,24.284,5.96,10.972,2.964,5.348,2.904,0.256,0.14800000000000002,3.572,0.21599999999999997,0.0040000000000000036,2.9720000000000004,0.12,0.07200000000000001,0.236,2.912
instance_588,1.0,35.316,9.652,14.588,6.624,8.984,10.692,0.672,0.352,3.8479999999999994,0.5319999999999999,0.0040000000000000036,3.8319999999999994,0.2919999999999999,0.16399999999999992,0.62,5.512
instance_589,1.0,0.18,5.004,0.032,2.012,4.98,0.036,0.012,0.0,0.008,0.0,0.0,0.008,0.0,0.0,0.0,0.004
instance_590,1.0,21.108,5.46,10.484,2.468,4.72,5.324,0.12,0.01200000000000001,0.0,0.027999999999999997,0.0,3.9799999999999995,0.04400000000000001,0.248,0.036000000000000004,4.388
instance_591,1.0,25.148,5.264,10.264,2.264,4.408,2.836,0.076,0.011999999999999997,0.0,0.020000000000000004,0.0040000000000000036,1.992,0.032,0.12400000000000001,0.024000000000000007,2.692
instance_593,1.0,443.184,21.32,26.376,18.616,28.156,57.508,5.02,1.1600000000000001,0.0,1.3880000000000008,0.0600000000000005,0.0,2.9640000000000004,0.0,3.9800000000000004,18.812
instance_594,1.0,372.964,21.296,26.452,18.352,28.164,56.868,5.096,1.0039999999999996,0.0,1.0999999999999996,0.0,0.0,2.5359999999999996,0.0,3.475999999999999,19.276
instance_597,1.0,341.54,13.408,18.432,10.628,16.208,50.452,2.416,0.8280000000000003,0.0,0.9159999999999999,0.0,0.0,1.376,0.0,1.9520000000000004,43.144
instance_598,1.0,73.924,9.332,14.316,6.332,9.56,11.332,0.884,0.41200000000000003,6.056,0.4720000000000001,0.016000000000000014,7.139999999999999,0.4680000000000001,1.584,0.7160000000000001,13.424
instance_599,1.0,99.936,9.916,15.064,6.964,10.452,13.384,1.0,0.476,7.324,0.544,0.020000000000000018,8.232,0.54,1.8559999999999999,0.8320000000000001,12.944
instance_600,1.0,74.016,9.296,14.356,6.516,9.584,11.264,0.884,0.40800000000000003,6.199999999999999,0.4640000000000001,0.020000000000000018,7.183999999999999,0.4760000000000001,1.552,0.7439999999999999,13.452
instance_601,1.0,134.084,9.16,14.344,6.34,9.904,18.864,1.308,0.5959999999999999,0.0,0.6159999999999999,0.008000000000000007,0.0,0.6599999999999999,13.508000000000001,1.0679999999999998,6.14
instance_602,1.0,25.424,6.58,11.608,3.564,6.136,7.556,0.352,0.14800000000000002,1.528,0.19600000000000006,0.01200000000000001,1.8160000000000003,0.18400000000000005,0.22799999999999998,0.29600000000000004,1.628
instance_603,1.0,28.136,7.788,12.804,4.744,7.412,9.112,0.528,0.21199999999999997,3.2399999999999998,0.2919999999999999,0.008000000000000007,3.6199999999999997,0.24,0.264,0.4119999999999999,2.788
instance_604,1.0,0.348,1.852,0.708,2.084,4.632,0.284,0.052,0.024,0.064,0.024,0.0,0.044000000000000004,0.012000000000000004,0.024,0.03200000000000001,0.204
instance_605,1.0,0.36,1.824,0.708,2.092,4.664,0.296,0.056,0.024,0.07200000000000001,0.028000000000000004,0.0,0.052,0.015999999999999993,0.031999999999999994,0.04,0.204
instance_606,1.0,39.136,10.756,15.716,7.736,10.68,12.176,1.044,0.46799999999999997,5.708,0.6279999999999999,0.01200000000000001,6.252000000000001,0.484,0.476,0.9159999999999999,5.756
instance_607,1.0,41.4,11.156,16.056,8.036,11.02,12.856,1.108,0.512,6.096,0.692,0.027999999999999803,6.648,0.5439999999999998,0.5319999999999998,1.012,6.108
instance_608,1.0,43.644,11.44,16.5,8.408,11.476,12.872,1.176,0.516,6.484,0.72,0.008000000000000007,7.052,0.56,0.548,1.0680000000000003,6.508
instance_609,1.0,46.124,11.86,16.884,8.92,11.876,13.844,1.244,0.5640000000000001,6.9399999999999995,0.72,0.03200000000000003,7.5280000000000005,0.552,0.5920000000000001,1.0559999999999998,6.892
instance_610,1.0,48.712,12.148,17.152,9.224,12.284,14.352,1.3,0.516,7.3,0.74,0.0,7.952000000000001,0.5839999999999999,0.6159999999999999,1.132,7.164
instance_612,1.0,21.776,5.84,10.872,2.832,5.412,4.084,0.2,0.07200000000000001,3.424,0.09999999999999998,0.0,2.876,0.068,0.08799999999999997,0.15999999999999998,1.552
instance_613,1.0,21.044,5.54,10.584,2.568,5.104,5.884,0.136,0.05199999999999999,2.04,0.06799999999999998,0.0040000000000000036,1.7320000000000002,0.04799999999999999,0.064,0.10399999999999998,0.984
instance_614,1.0,27.64,7.1,12.096,4.076,6.692,6.66,0.432,0.2,1.4400000000000002,0.26399999999999996,0.008000000000000007,1.6880000000000002,0.21200000000000002,0.20400000000000001,0.34800000000000003,2.38
instance_615,1.0,94.964,17.42,22.372,14.64,19.128,21.468,2.06,0.8439999999999999,0.0,1.584,0.08000000000000007,0.0,1.076,1.616,1.7839999999999998,12.616
instance_616,1.0,24.152,6.568,11.516,3.528,6.068,7.46,0.328,0.128,1.536,0.172,0.0040000000000000036,1.728,0.14399999999999996,0.22000000000000003,0.23599999999999993,1.576
instance_617,1.0,27.272,7.18,12.14,4.132,6.8,8.124,0.484,0.18800000000000006,2.388,0.256,0.008000000000000007,2.808,0.22799999999999998,0.29200000000000004,0.388,2.164
instance_618,1.0,23.644,6.008,11.02,3.016,5.444,4.728,0.236,0.10400000000000004,0.948,0.14,0.0040000000000000036,1.112,0.11599999999999999,0.10400000000000004,0.188,1.036
instance_619,1.0,23.304,5.944,10.972,2.932,5.344,3.908,0.224,0.1,0.9119999999999999,0.13199999999999998,0.0040000000000000036,1.076,0.11200000000000002,0.10400000000000001,0.168,0.988
instance_620,1.0,0.364,1.408,0.68,2.08,4.736,0.268,0.036,0.020000000000000004,0.044000000000000004,0.020000000000000004,0.0,0.04,0.016,0.020000000000000004,0.028000000000000004,0.18
instance_621,1.0,0.364,1.416,0.696,2.088,4.72,0.28,0.044,0.024000000000000007,0.06,0.027999999999999997,0.0,0.048,0.016,0.027999999999999997,0.036000000000000004,0.188
instance_622,1.0,0.376,1.424,0.704,2.104,4.78,0.296,0.064,0.027999999999999997,0.08399999999999999,0.036000000000000004,0.0,0.06,0.016,0.036000000000000004,0.048,0.208
instance_623,1.0,0.376,1.408,0.704,2.108,4.884,0.288,0.064,0.032,0.088,0.039999999999999994,0.0,0.064,0.020000000000000004,0.039999999999999994,0.052000000000000005,0.204
instance_624,1.0,25.872,7.16,12.184,4.16,6.824,7.852,0.42,0.22000000000000003,2.476,0.26799999999999996,0.008000000000000007,2.8240000000000003,0.22800000000000004,0.21200000000000002,0.37200000000000005,3.184
instance_625,1.0,33.34,8.66,13.792,5.608,8.488,9.852,0.664,0.33999999999999997,3.72,0.42400000000000004,0.03199999999999992,4.184,0.36,0.368,0.584,4.256
instance_626,1.0,25.808,7.352,12.32,4.316,6.948,8.396,0.428,0.192,2.2960000000000003,0.26399999999999996,0.008000000000000007,2.572,0.22400000000000003,0.22400000000000003,0.36400000000000005,2.524
instance_628,1.0,86.552,17.208,22.24,14.196,18.7,23.512,1.62,0.7279999999999998,0.0,1.8439999999999999,0.031999999999999806,0.0,0.8799999999999999,1.444,1.412,19.56
instance_630,1.0,30.972,7.216,12.292,4.272,6.96,8.404,0.496,0.22799999999999998,3.12,0.28400000000000003,0.008000000000000007,3.504,0.22799999999999998,0.21999999999999997,0.4,4.192
instance_632,1.0,41.676,9.552,14.612,6.528,9.412,11.352,0.9,0.43600000000000005,5.9879999999999995,0.576,0.028000000000000025,6.632,0.45600000000000007,0.4680000000000001,0.7679999999999999,4.64
instance_633,1.0,22.944,6.788,11.792,3.796,6.232,7.212,0.4,0.21199999999999997,5.9159999999999995,0.32399999999999995,0.019999999999999962,5.244,0.18799999999999994,0.128,0.41200000000000003,1.892
instance_634,1.0,27.868,8.588,13.568,5.54,8.248,9.468,0.8,0.3839999999999999,9.404,0.6239999999999999,0.015999999999999903,8.44,0.35199999999999987,0.22799999999999998,0.716,3.82
instance_635,1.0,27.032,8.324,13.352,5.344,7.896,9.236,0.78,0.3879999999999999,7.467999999999999,0.544,0.0040000000000000036,6.872,0.32400000000000007,0.21199999999999997,0.6479999999999999,4.844
instance_636,1.0,26.532,8.32,13.308,5.268,7.936,9.06,0.744,0.3480000000000001,8.512,0.528,0.0,7.656000000000001,0.31200000000000006,0.21599999999999997,0.6679999999999999,4.468
instance_638,1.0,21.604,6.148,11.16,3.148,5.552,3.584,0.244,0.132,3.748,0.20400000000000001,0.0040000000000000036,3.3,0.128,0.07200000000000001,0.244,1.42
