@RELATION Caren

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE feature_1 NUMERIC
@ATTRIBUTE feature_2 NUMERIC
@ATTRIBUTE feature_3 NUMERIC
@ATTRIBUTE feature_4 NUMERIC
@ATTRIBUTE feature_5 NUMERIC
@ATTRIBUTE feature_6 NUMERIC
@ATTRIBUTE feature_7 NUMERIC
@ATTRIBUTE feature_8 NUMERIC
@ATTRIBUTE feature_9 NUMERIC
@ATTRIBUTE feature_10 NUMERIC
@ATTRIBUTE feature_11 NUMERIC
@ATTRIBUTE feature_12 NUMERIC
@ATTRIBUTE feature_13 NUMERIC
@ATTRIBUTE feature_14 NUMERIC
@ATTRIBUTE feature_15 NUMERIC
@ATTRIBUTE feature_16 NUMERIC
@ATTRIBUTE feature_17 NUMERIC
@ATTRIBUTE feature_18 NUMERIC
@ATTRIBUTE feature_19 NUMERIC
@ATTRIBUTE feature_20 NUMERIC
@ATTRIBUTE feature_21 NUMERIC
@ATTRIBUTE feature_22 NUMERIC
@ATTRIBUTE feature_23 NUMERIC
@ATTRIBUTE feature_24 NUMERIC
@ATTRIBUTE feature_25 NUMERIC
@ATTRIBUTE feature_26 NUMERIC
@ATTRIBUTE feature_27 NUMERIC
@ATTRIBUTE feature_28 NUMERIC
@ATTRIBUTE feature_29 NUMERIC
@ATTRIBUTE feature_30 NUMERIC
@ATTRIBUTE feature_31 NUMERIC
@ATTRIBUTE feature_32 NUMERIC
@ATTRIBUTE feature_33 NUMERIC
@ATTRIBUTE feature_34 NUMERIC
@ATTRIBUTE feature_35 NUMERIC
@ATTRIBUTE feature_36 NUMERIC
@ATTRIBUTE feature_37 NUMERIC
@ATTRIBUTE feature_38 NUMERIC
@ATTRIBUTE feature_39 NUMERIC
@ATTRIBUTE feature_40 NUMERIC
@ATTRIBUTE feature_41 NUMERIC
@ATTRIBUTE feature_42 NUMERIC
@ATTRIBUTE feature_43 NUMERIC
@ATTRIBUTE feature_44 NUMERIC
@ATTRIBUTE feature_45 NUMERIC
@ATTRIBUTE feature_46 NUMERIC
@ATTRIBUTE feature_47 NUMERIC
@ATTRIBUTE feature_48 NUMERIC
@ATTRIBUTE feature_49 NUMERIC
@ATTRIBUTE feature_50 NUMERIC
@ATTRIBUTE feature_51 NUMERIC
@ATTRIBUTE feature_52 NUMERIC
@ATTRIBUTE feature_53 NUMERIC
@ATTRIBUTE feature_54 NUMERIC
@ATTRIBUTE feature_55 NUMERIC
@ATTRIBUTE feature_56 NUMERIC
@ATTRIBUTE feature_57 NUMERIC
@ATTRIBUTE feature_58 NUMERIC
@ATTRIBUTE feature_59 NUMERIC
@ATTRIBUTE feature_60 NUMERIC
@ATTRIBUTE feature_61 NUMERIC
@ATTRIBUTE feature_62 NUMERIC
@ATTRIBUTE feature_63 NUMERIC
@ATTRIBUTE feature_64 NUMERIC
@ATTRIBUTE feature_65 NUMERIC
@ATTRIBUTE feature_66 NUMERIC
@ATTRIBUTE feature_67 NUMERIC
@ATTRIBUTE feature_68 NUMERIC
@ATTRIBUTE feature_69 NUMERIC
@ATTRIBUTE feature_70 NUMERIC
@ATTRIBUTE feature_71 NUMERIC
@ATTRIBUTE feature_72 NUMERIC
@ATTRIBUTE feature_73 NUMERIC
@ATTRIBUTE feature_74 NUMERIC
@ATTRIBUTE feature_75 NUMERIC
@ATTRIBUTE feature_76 NUMERIC
@ATTRIBUTE feature_77 NUMERIC
@ATTRIBUTE feature_78 NUMERIC
@ATTRIBUTE feature_79 NUMERIC
@ATTRIBUTE feature_80 NUMERIC
@ATTRIBUTE feature_81 NUMERIC
@ATTRIBUTE feature_82 NUMERIC
@ATTRIBUTE feature_83 NUMERIC
@ATTRIBUTE feature_84 NUMERIC
@ATTRIBUTE feature_85 NUMERIC
@ATTRIBUTE feature_86 NUMERIC
@ATTRIBUTE feature_87 NUMERIC
@ATTRIBUTE feature_88 NUMERIC
@ATTRIBUTE feature_89 NUMERIC
@ATTRIBUTE feature_90 NUMERIC
@ATTRIBUTE feature_91 NUMERIC
@ATTRIBUTE feature_92 NUMERIC
@ATTRIBUTE feature_93 NUMERIC
@ATTRIBUTE feature_94 NUMERIC
@ATTRIBUTE feature_95 NUMERIC

@DATA
instance_30,1.0,5.13006,10.021,2.22451,0.0,0.0,0.0,2.72975,1.89824,0.760528,0.0,1.90044,3.14621,1.59082,1973.8,2961.77,92.0,310.664,7.87652,1.0,1.0,1.0,1261.0,0.0,1.12791,3798.0,12636.5,2805.11,343.0,174.0,783.0,0.0,0.0,622.0,335.0,0.272006,0.137986,0.700358,0.0,0.0,0.493259,0.299642,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.00158604,4.0,0.691297,0.00317209,-0.193758,225.0,24.6811,56.25,5.51093,0.0,0.0,2.0,0.0,5.0,0.0,5.0,5.0,0.0,5.0,0.0,5.78623,9.11628,1.59914,1.59324,4.29712,4.66671,949.0,1.63615,0.757836,1.18764,1057.0,1793.26,1397.25,51.0,235.0,117.5,0.0,1.0,0.0645161,302.0,489.0,1118.0,0.707513,0.886598,6469.0,10192.0,1787.84
instance_32,1.0,2.84052,6.60212,2.51199,0.0,0.0,0.0,0.764866,0.907869,0.606708,13.0,1.35743,3.03073,1.78463,303.941,566.049,12.0,55.2309,9.34873,2.0,2.0,1.0,232.0,0.0,1.04977,660.0,1531.69,582.783,46.0,12.0,178.0,0.0,0.0,172.0,43.0,0.198276,0.0517241,0.80543,0.0,0.0,0.741379,0.19457,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.00862069,1.0,0.335357,0.00431034,-0.569137,652.0,24.3358,652.0,7.34619,0.0,5.0,2.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,2.9819,26.7919,14.5776,1.16781,3.17658,3.89189,207.0,0.788973,1.13574,0.94526,219.0,271.997,437.547,24.0,652.0,652.0,0.0,2.0,0.285714,24.0,210.0,221.0,1.05882,0.952586,659.0,5921.0,3221.65
instance_35,1.0,2.88255,7.53884,2.81203,0.0,0.0,0.0,0.871095,1.4102,0.814154,15.0,1.29551,2.84316,1.79854,387.244,751.52,14.0,119.797,15.9773,2.0,2.0,1.0,298.0,0.0,1.04561,852.0,2246.57,837.984,54.0,14.0,236.0,0.0,0.0,228.0,49.0,0.181208,0.0469799,0.82807,0.0,0.0,0.765101,0.17193,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.00671141,1.0,0.331781,0.0033557,-0.531786,64513.0,56.369,64513.0,9.32762,0.0,5.0,2.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,3.01404,1144.48,685.105,1.25656,5.93602,6.90035,269.0,0.735642,1.03036,0.876457,283.0,348.62,660.135,28.0,64513.0,64513.0,0.0,2.0,0.25,28.0,211.0,285.0,0.838596,0.956376,859.0,326176.0,195255.0
instance_36,1.0,2.77143,15.5127,5.65173,0.0,0.0,0.0,1.79707,1.68945,0.0949574,0.0,0.432602,2.63299,0.934466,192.935,628.154,54.0,261.292,5.88264,1.0,2.0,1.0,175.0,0.0,1.23239,530.0,2714.73,989.054,1.0,0.0,2.0,0.0,0.0,170.0,140.0,0.00571429,0.0,0.0140845,0.0,0.0,0.971429,0.985915,0.0,0.0,0.0,0.0,1.0,4.0,0.25,0.0228571,1.0,0.292784,0.00571429,-0.872446,4001.0,53.1421,4001.0,11.8584,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.41549,75.2887,46.764,0.810614,4.39706,7.12427,57.0,1.45361,2.68902,3.50755,200.0,205.686,769.199,12.0,4001.0,4001.0,0.0,2.0,1.0,123.0,184.0,142.0,2.16197,0.811429,485.0,10691.0,6640.49
instance_37,1.0,2.73077,15.363,5.69283,0.0,0.0,0.0,1.78778,1.65587,0.0731359,0.0,0.321191,2.61178,0.786858,198.777,654.615,54.0,256.893,5.88264,1.0,5.88264,3.44132,182.0,0.0,1.3,550.0,2796.06,1036.1,0.0,0.0,0.0,0.0,0.0,178.0,140.0,0.0,0.0,0.0,0.0,0.0,0.978022,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.25,0.021978,1.0,0.28169,0.00549451,-0.86501,3968.0,52.137,3968.0,11.7742,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.55,76.1071,47.0661,0.830406,4.34314,7.0694,55.0,1.3677,2.89225,3.47403,198.0,206.742,762.801,11.0,3968.0,3968.0,0.0,2.0,1.0,123.0,184.0,140.0,2.19286,0.769231,497.0,10655.0,6589.25
instance_39,1.0,2.45125,14.6133,6.05387,0.0,0.0,0.0,2.22332,1.98856,0.133018,0.0,0.398112,2.89522,0.629819,381.157,1303.69,102.0,536.245,6.37504,1.0,2.0,1.0,359.0,0.0,1.29137,1087.0,5246.16,2173.34,6.0,0.0,12.0,0.0,0.0,349.0,266.0,0.0167131,0.0,0.0431655,0.0,0.0,0.972145,0.956835,0.0,0.0,0.0,0.0,1.0,4.0,0.25,0.0111421,1.0,0.315909,0.00278552,-0.937131,9605.0,97.0766,9605.0,16.6256,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.16547,98.9424,60.1444,0.729984,5.77884,9.53827,115.0,1.2912,3.21421,3.79576,265.0,390.304,1593.75,14.0,9605.0,9605.0,0.0,2.0,1.0,112.0,122.0,278.0,0.841727,0.774373,880.0,27506.0,16720.1
instance_40,1.0,2.91928,18.1593,6.28698,0.0,0.0,0.0,3.21214,3.0325,0.0630091,0.0,0.156111,3.0464,0.356751,470.552,1652.06,151.0,807.387,6.49185,1.0,6.49185,4.03841,446.0,0.0,1.13198,1342.0,8099.05,2803.99,0.0,0.0,0.0,0.0,0.0,442.0,394.0,0.0,0.0,0.0,0.0,0.0,0.991031,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.25,0.00896861,1.0,0.302611,0.00224215,-0.936989,17129.0,147.062,17129.0,19.8157,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.30457,116.475,72.3319,0.744287,7.37103,11.8969,152.0,1.37509,3.22311,3.85872,572.0,567.897,2384.91,10.0,17129.0,17129.0,0.0,3.0,1.5,363.0,544.0,394.0,2.30203,0.883408,1302.0,45891.0,28498.8
instance_41,1.0,4.04709,19.0514,3.30295,0.0,0.0,0.0,1.12012,2.03343,0.834725,0.0,1.74751,2.24067,1.34785,1929.68,3250.27,49.0,588.017,12.0004,2.0,2.0,1.0,1168.0,0.0,1.95973,2837.0,22252.1,3857.84,90.0,449.0,347.0,0.0,0.0,365.0,249.0,0.0770548,0.384418,0.582215,0.0,0.0,0.3125,0.417785,0.0,0.0,0.0,0.0,1.0,264.0,0.00378788,0.226027,1.0,0.126084,0.000856164,-1.13865,11701.0,16.0437,11701.0,6.80612,0.0,0.0,2.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,7.93121,729.322,69.803,0.7675,2.21032,7.08564,353.0,2.80482,0.68154,1.54102,1297.0,1525.74,1741.55,57.0,11701.0,11701.0,0.0,2.0,0.0350877,880.0,793.0,596.0,2.80705,0.510274,4727.0,434676.0,41602.6
instance_44,1.0,4.17528,20.0702,3.35361,0.0,0.0,0.0,1.14073,2.0278,0.822701,0.0,1.73184,2.16537,1.33611,2422.26,4076.87,57.0,684.02,12.0004,2.0,2.0,1.0,1432.0,0.0,2.14371,3421.0,28740.5,4802.36,98.0,565.0,379.0,0.0,0.0,405.0,289.0,0.0684358,0.394553,0.567365,0.0,0.0,0.282821,0.432635,0.0,0.0,0.0,0.0,1.0,364.0,0.00274725,0.25419,1.0,0.111724,0.000698324,-1.14794,13651.0,18.1546,13651.0,7.84463,0.0,0.0,2.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,8.9506,751.931,66.1474,0.7738,2.18679,8.15645,385.0,2.81304,0.691781,1.55293,1433.0,1790.97,1989.78,57.0,13651.0,13651.0,0.0,2.0,0.0350877,1024.0,817.0,668.0,2.75599,0.46648,5979.0,502290.0,44186.4
instance_45,1.0,4.21071,20.3746,3.37074,0.0,0.0,0.0,1.14049,2.01686,0.817423,0.0,1.72205,2.15069,1.32999,2382.0,4013.57,57.0,684.02,12.0004,2.0,2.0,1.0,1400.0,0.0,2.14724,3341.0,28524.5,4719.03,90.0,549.0,363.0,0.0,0.0,397.0,289.0,0.0642857,0.392143,0.556748,0.0,0.0,0.283571,0.443252,0.0,0.0,0.0,0.0,1.0,364.0,0.00274725,0.26,1.0,0.110602,0.000714286,-1.16388,13651.0,17.7209,13651.0,7.75888,0.0,0.0,2.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,9.04141,770.334,68.0001,0.764165,2.15506,8.03137,369.0,2.79624,0.701652,1.56049,1417.0,1756.1,1973.78,57.0,13651.0,13651.0,0.0,2.0,0.0350877,1024.0,817.0,652.0,2.82362,0.465714,5895.0,502258.0,44336.1
instance_47,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
instance_52,1.0,2.81409,6.9029,2.18636,0.0,0.0,0.0,1.64715,2.70002,0.579512,30.0,0.442448,1.80512,1.39047,2533.68,4517.5,31.0,306.708,9.89381,2.0,2.0,1.0,2243.0,0.0,1.02701,5742.0,15483.2,4904.02,118.0,59.0,1105.0,0.0,0.0,1137.0,1079.0,0.0526081,0.0263041,0.505952,0.0,0.0,0.50691,0.494048,0.0129291,0.0,29.0,0.0,0.0,0.0,?,0.0,1.0,0.346008,0.000445831,-0.369791,174.0,9.75801,174.0,1.33489,0.0,0.0,3.0,5.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,2.89011,17.8315,8.4891,1.76855,6.56087,6.90036,2096.0,0.417112,0.556806,0.423202,3055.0,2468.76,3043.46,35.0,1010.0,505.0,0.0,2.0,0.5,1020.0,994.0,2184.0,0.922161,0.973696,6312.0,38944.0,18540.2
instance_53,1.0,2.82348,6.99339,2.20169,0.0,0.0,0.0,1.71188,2.80266,0.580135,32.0,0.424993,1.7745,1.37799,2836.87,5083.12,33.0,326.811,9.90335,2.0,2.0,1.0,2521.0,0.0,1.02563,6446.0,17630.3,5550.46,126.0,63.0,1243.0,0.0,0.0,1277.0,1215.0,0.0499802,0.0249901,0.505696,0.0,0.0,0.506545,0.494304,0.0122967,0.0,31.0,0.0,0.0,0.0,?,0.0,1.0,0.345322,0.000396668,-0.357847,192.0,11.2019,192.0,1.53392,0.0,0.0,3.0,5.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,2.89585,17.14,8.13662,1.82949,6.65085,7.01556,2364.0,0.399467,0.534068,0.405426,3451.0,2767.47,3389.36,37.0,1010.0,505.0,0.0,2.0,0.5,1152.0,1124.0,2458.0,0.925956,0.97501,7118.0,42130.0,19999.8
instance_54,1.0,2.82348,6.99335,2.20169,0.0,0.0,0.0,1.71188,2.80258,0.580126,32.0,0.424993,1.77242,1.37799,2836.87,5083.12,33.0,326.71,9.90029,2.0,2.0,1.0,2521.0,0.0,1.02563,6446.0,17630.2,5550.45,126.0,63.0,1243.0,0.0,0.0,1277.0,1215.0,0.0499802,0.0249901,0.505696,0.0,0.0,0.506545,0.494304,0.0122967,0.0,31.0,0.0,0.0,0.0,?,0.0,1.0,0.345322,0.000396668,-0.357847,181.0,10.5656,181.0,1.43808,0.0,0.0,3.0,5.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,2.89585,17.131,8.12991,1.82949,6.65167,7.01724,2364.0,0.399467,0.531286,0.407076,3451.0,2767.47,3389.26,37.0,1010.0,505.0,0.0,2.0,0.5,1152.0,1124.0,2458.0,0.925956,0.97501,7118.0,42108.0,19983.3
instance_55,1.0,2.80363,6.8064,2.17015,0.0,0.0,0.0,1.57996,2.59449,0.579017,28.0,0.461561,1.83747,1.4069,2246.87,3985.0,29.0,286.364,9.87461,2.0,2.0,1.0,1981.0,0.0,1.02856,5078.0,13483.5,4299.06,110.0,55.0,975.0,0.0,0.0,1005.0,951.0,0.0555275,0.0277638,0.506231,0.0,0.0,0.50732,0.493769,0.0136295,0.0,27.0,0.0,0.0,0.0,?,0.0,1.0,0.346777,0.000504796,-0.383003,136.0,7.31869,136.0,0.977289,0.0,0.0,3.0,5.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,2.8837,18.5826,8.86668,1.70553,6.46553,6.78209,1844.0,0.436553,0.579357,0.442607,2683.0,2186.43,2714.3,33.0,1009.0,504.5,0.0,2.0,0.5,896.0,872.0,1926.0,0.917965,0.972236,5554.0,35790.0,17077.2
instance_58,1.0,7.1625,29.8181,4.14001,0.0,0.0,0.0,1.20638,1.2139,0.0181646,0.0,0.99441,2.84019,0.0,153.894,317.845,39.0,166.751,4.28112,2.0,7.49185,3.74593,80.0,0.0,0.824742,238.0,2385.45,331.201,58.0,0.0,0.0,0.0,0.0,21.0,97.0,0.725,0.0,0.0,0.0,0.0,0.2625,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0125,1.0,0.169284,0.0125,-0.637909,761.0,30.0191,761.0,9.79613,0.0,0.0,2.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,5.90722,25.3505,14.5002,1.30225,2.9623,5.25894,59.0,1.43228,2.05451,2.33976,97.0,169.969,406.875,22.0,761.0,761.0,0.0,10.0,0.772727,77.0,705.0,97.0,8.06186,1.2125,573.0,2459.0,1406.52
instance_59,1.0,8.18584,35.7065,4.31501,0.0,0.0,0.0,1.24661,1.24901,0.0240313,0.0,0.97297,3.09178,-8.88178e-16,226.8,465.108,52.0,221.467,4.39232,2.0,7.32193,3.66096,113.0,0.0,0.849624,337.0,4034.84,487.596,81.0,0.0,0.0,0.0,0.0,31.0,133.0,0.716814,0.0,0.0,0.0,0.0,0.274336,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.00884956,1.0,0.143784,0.00884956,-0.548686,1021.0,37.6575,1021.0,11.4858,0.0,0.0,2.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,6.95489,27.1128,15.0921,1.56048,3.19154,5.80542,82.0,1.39383,2.3234,2.54114,133.0,233.549,575.063,32.0,1021.0,1021.0,0.0,8.0,0.625,103.0,1095.0,133.0,9.00752,1.17699,925.0,3606.0,2007.25
instance_61,1.0,3.03846,18.797,6.62428,0.0,0.0,0.0,1.18481,1.01649,0.0895145,0.0,0.468167,0.698827,0.468167,31.9069,102.649,16.0,99.8732,8.31272,2.0,13.3164,4.12159,26.0,0.0,0.787879,79.0,488.722,172.231,0.0,0.0,0.0,0.0,0.0,23.0,33.0,0.0,0.0,0.0,0.0,0.0,0.884615,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.666667,0.115385,1.0,0.417722,0.0384615,-1.26803,1001.0,9.57756,1001.0,5.4699,0.0,0.0,2.0,0.0,5.0,0.0,5.0,5.0,0.0,5.0,0.0,2.39394,104.515,58.351,0.459199,1.56814,2.87109,1.0,1.99257,0.982603,2.12982,48.0,35.6797,182.444,4.0,1001.0,1001.0,0.0,3.0,3.0,86.0,63.0,33.0,4.51515,1.26923,79.0,3449.0,1925.58
instance_62,1.0,3.16216,18.9499,6.60754,0.0,0.0,0.0,1.61002,1.15943,0.0647728,0.0,0.534488,0.534488,0.179256,44.9069,145.552,32.0,131.891,7.32001,2.0,13.3164,4.12159,37.0,0.0,0.755102,112.0,701.148,244.479,0.0,0.0,0.0,0.0,0.0,34.0,49.0,0.0,0.0,0.0,0.0,0.0,0.918919,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.666667,0.0810811,1.0,0.418803,0.027027,-1.04976,1001.0,11.4574,1001.0,6.54589,0.0,0.0,2.0,0.0,5.0,0.0,5.0,5.0,0.0,5.0,0.0,2.38776,87.3673,45.0435,0.553646,1.59755,3.08982,4.0,2.1758,1.04328,2.28778,64.0,49.9674,248.389,5.0,1001.0,1001.0,0.0,3.0,3.0,120.0,70.0,49.0,3.87755,1.32432,117.0,4281.0,2207.13
instance_63,1.0,2.78947,17.8368,6.61503,0.0,0.0,0.0,1.33078,1.26808,0.0567495,0.0,0.380891,0.380891,0.127419,65.8704,221.052,26.0,173.113,7.02588,2.0,13.3164,3.82911,57.0,0.0,1.11765,172.0,1016.7,377.057,0.0,0.0,0.0,0.0,0.0,54.0,51.0,0.0,0.0,0.0,0.0,0.0,0.947368,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.666667,0.0526316,1.0,0.320755,0.0175439,-1.51767,1001.0,9.70736,1001.0,6.80384,0.0,0.0,2.0,0.0,5.0,0.0,5.0,5.0,0.0,5.0,0.0,3.11765,103.118,45.7193,0.447558,1.27977,2.97139,8.0,2.34733,0.761105,2.43614,84.0,74.1553,297.612,6.0,1001.0,1001.0,0.0,2.0,2.0,126.0,96.0,51.0,4.35294,0.894737,159.0,5259.0,2331.68
instance_65,1.0,2.89333,18.2263,6.62929,0.0,0.0,0.0,1.68808,1.48093,0.0444314,0.0,0.279024,0.305691,0.102158,85.1699,289.691,32.0,213.063,7.02588,2.0,13.3164,4.12159,75.0,0.0,1.0274,226.0,1366.97,497.197,0.0,0.0,0.0,0.0,0.0,72.0,73.0,0.0,0.0,0.0,0.0,0.0,0.96,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.666667,0.04,1.0,0.336406,0.0133333,-1.4785,1001.0,10.8983,1001.0,7.93809,0.0,0.0,2.0,0.0,5.0,0.0,5.0,5.0,0.0,5.0,0.0,2.9726,91.8493,37.729,0.44883,1.24693,3.0314,8.0,2.13953,0.858155,2.2147,112.0,100.062,408.186,6.0,1001.0,1001.0,0.0,3.0,3.0,184.0,130.0,73.0,4.30137,0.973333,217.0,6705.0,2754.22
instance_67,1.0,2.48178,13.8389,5.97642,0.0,0.0,0.0,10.2068,1.92512,0.551806,0.0,0.949189,2.62064,2.09625,12547.3,36620.6,2666.0,2693.8,10.6008,1.0,2.0,1.0,11061.0,0.0,0.98224,27653.0,153072.0,66105.2,0.0,0.0,2665.0,0.0,0.0,8396.0,8596.0,0.0,0.0,0.236657,0.0,0.0,0.759063,0.763343,0.0,0.0,0.0,0.0,0.0,0.0,?,0.0,1.0,0.410222,9.04077e-05,-0.507963,468527000.0,11106.0,468527000.0,106.113,0.0,5.0,2.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,2.43771,42186.8,41895.9,1.16107,104.653,105.379,8196.0,0.385334,1.77318,1.81654,13526.0,12289.3,63432.4,62.0,468527000.0,468527000.0,0.0,2.0,0.511628,3066.0,2666.0,11261.0,0.509013,1.01808,27451.0,475066000.0,471790000.0
instance_68,1.0,2.4766,13.699,5.94959,0.0,0.0,0.0,6.33433,1.27848,0.552259,0.0,0.980024,3.09631,2.3028,4909.36,14336.8,1035.0,1051.81,10.6008,1.0,2.0,1.0,4337.0,0.0,0.977462,10843.0,59412.4,25803.4,0.0,0.0,1034.0,0.0,0.0,3303.0,3403.0,0.0,0.0,0.23304,0.0,0.0,0.761586,0.76696,0.0,0.0,0.0,0.0,0.0,0.0,?,0.0,1.0,0.41309,0.000230574,-0.602061,229599.0,364.785,229599.0,65.4599,0.0,5.0,2.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,2.42078,629.41,339.958,0.974835,5.55736,10.1698,3203.0,0.436668,1.90257,1.93318,5271.0,4886.75,25031.4,22.0,229599.0,229599.0,0.0,2.0,0.285714,1235.0,1035.0,4437.0,0.511607,1.02306,10741.0,2792690.0,1508390.0
instance_69,1.0,2.47967,13.8492,5.97699,0.0,0.0,0.0,2.83257,0.76073,0.552285,0.0,0.962973,2.55628,2.09552,982.147,2855.48,208.0,222.468,10.6008,1.0,2.0,1.0,861.0,0.0,0.981756,2153.0,11924.2,5146.19,0.0,0.0,207.0,0.0,0.0,654.0,670.0,0.0,0.0,0.236032,0.0,0.0,0.759582,0.763968,0.0,0.0,0.0,0.0,0.0,0.0,?,0.0,1.0,0.410773,0.00116144,-0.560914,45316.0,71.7194,45316.0,27.2111,0.0,5.0,2.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,2.43444,631.852,341.188,1.05048,2.59891,4.55351,638.0,0.350063,1.78383,1.83049,1052.0,957.971,4950.67,25.0,45316.0,45316.0,0.0,2.0,1.0,240.0,208.0,877.0,0.510832,1.01858,2135.0,554134.0,299222.0
instance_70,1.0,2.48797,13.8597,5.95116,0.0,0.0,0.0,4.32977,0.965702,0.555181,0.0,0.910232,2.34457,2.06627,2230.8,6460.5,478.0,493.089,10.6008,1.0,2.0,1.0,1953.0,0.0,0.988861,4883.0,27068.1,11622.6,0.0,0.0,477.0,0.0,0.0,1476.0,1498.0,0.0,0.0,0.241519,0.0,0.0,0.75576,0.758481,0.0,0.0,0.0,0.0,0.0,0.0,?,0.0,1.0,0.406462,0.000512033,-0.443566,69697.0,112.944,69697.0,41.0379,0.0,5.0,2.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,2.46025,617.092,325.779,1.33811,2.72782,4.89414,1454.0,0.241222,1.6691,1.64997,2408.0,2120.59,11077.0,36.0,69697.0,69697.0,0.0,2.0,1.0,522.0,478.0,1975.0,0.506329,1.01126,4859.0,1218760.0,643414.0
instance_72,1.0,2.9273,4.10788,1.36393,0.0,0.0,0.0,1.56983,2.08912,0.501015,0.0,1.208,2.27412,0.611212,5473.88,6842.93,101.0,218.125,5.94589,2.0,2.0,1.0,4168.0,0.0,1.45785,11128.0,17121.7,5684.85,728.0,1724.0,2635.0,0.0,0.0,1616.0,224.0,0.174664,0.413628,0.921651,0.0,0.0,0.387716,0.0783491,0.0,0.0,0.0,0.0,0.0,0.0,?,0.0,1.0,0.234325,0.000239923,-0.281542,2233.0,657.143,2233.0,53.0949,0.0,0.0,2.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,4.26758,3.39804,1.71139,2.71958,12.3579,24.3961,2518.0,1.72257,0.307802,0.734646,2959.0,3989.74,3102.78,160.0,2233.0,2233.0,0.0,2.0,0.01875,462.0,403.0,2859.0,0.302553,0.68594,12201.0,9715.0,4892.86
instance_75,1.0,2.8003,3.86133,1.34798,0.0,0.0,0.0,1.116,1.40116,0.426255,0.0,1.10398,2.06461,0.717387,1742.58,2189.3,51.0,90.7605,4.32193,2.0,2.0,1.0,1342.0,0.0,1.34874,3580.0,5181.91,1808.99,212.0,555.0,883.0,0.0,0.0,525.0,112.0,0.157973,0.413562,0.887437,0.0,0.0,0.391207,0.112563,0.0,0.0,0.0,0.0,0.0,0.0,?,0.0,1.0,0.264768,0.000745156,-0.379869,1297.0,348.505,1297.0,31.4652,0.0,0.0,2.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,3.77688,3.72161,2.17729,1.93549,11.0441,18.8634,824.0,1.84104,0.40092,0.634322,1045.0,1417.04,1097.5,86.0,1297.0,1297.0,0.0,2.0,0.0348837,232.0,103.0,995.0,0.336683,0.741431,3758.0,3703.0,2166.4
